-5E-08,-5E-08,6E-10,0,0,0
-4.9497E-08,-5E-08,6E-10,0,0,0
-4.8995E-08,-5E-08,6E-10,0,0,0
-4.8492E-08,-5E-08,6E-10,0,0,0
-4.799E-08,-5E-08,6E-10,0,0,0
-4.7487E-08,-5E-08,6E-10,0,0,0
-4.6985E-08,-5E-08,6E-10,0,0,0
-4.6482E-08,-5E-08,6E-10,0,0,0
-4.598E-08,-5E-08,6E-10,0,0,0
-4.5477E-08,-5E-08,6E-10,0,0,0
-4.4975E-08,-5E-08,6E-10,0,0,0
-4.4472E-08,-5E-08,6E-10,0,0,0
-4.397E-08,-5E-08,6E-10,0,0,0
-4.3467E-08,-5E-08,6E-10,0,0,0
-4.2965E-08,-5E-08,6E-10,0,0,0
-4.2462E-08,-5E-08,6E-10,0,0,0
-4.196E-08,-5E-08,6E-10,0,0,0
-4.1457E-08,-5E-08,6E-10,0,0,0
-4.0955E-08,-5E-08,6E-10,0,0,0
-4.0452E-08,-5E-08,6E-10,0,0,0
-3.995E-08,-5E-08,6E-10,0,0,0
-3.9447E-08,-5E-08,6E-10,0,0,0
-3.8945E-08,-5E-08,6E-10,0,0,0
-3.8442E-08,-5E-08,6E-10,0,0,0
-3.794E-08,-5E-08,6E-10,0,0,0
-3.7437E-08,-5E-08,6E-10,0,0,0
-3.6935E-08,-5E-08,6E-10,0,0,0
-3.6432E-08,-5E-08,6E-10,0,0,0
-3.593E-08,-5E-08,6E-10,0,0,0
-3.5427E-08,-5E-08,6E-10,0,0,0
-3.4925E-08,-5E-08,6E-10,0,0,0
-3.4422E-08,-5E-08,6E-10,0,0,0
-3.392E-08,-5E-08,6E-10,0,0,0
-3.3417E-08,-5E-08,6E-10,0,0,0
-3.2915E-08,-5E-08,6E-10,0,0,0
-3.2412E-08,-5E-08,6E-10,0,0,0
-3.191E-08,-5E-08,6E-10,0,0,0
-3.1407E-08,-5E-08,6E-10,0,0,0
-3.0905E-08,-5E-08,6E-10,0,0,0
-3.0402E-08,-5E-08,6E-10,0,0,0
-2.9899E-08,-5E-08,6E-10,0,0,0
-2.9397E-08,-5E-08,6E-10,0,0,0
-2.8894E-08,-5E-08,6E-10,0,0,0
-2.8392E-08,-5E-08,6E-10,0,0,0
-2.7889E-08,-5E-08,6E-10,0,0,0
-2.7387E-08,-5E-08,6E-10,0,0,0
-2.6884E-08,-5E-08,6E-10,0,0,0
-2.6382E-08,-5E-08,6E-10,0,0,0
-2.5879E-08,-5E-08,6E-10,0,0,0
-2.5377E-08,-5E-08,6E-10,0,0,0
-2.4874E-08,-5E-08,6E-10,0,0,0
-2.4372E-08,-5E-08,6E-10,0,0,0
-2.3869E-08,-5E-08,6E-10,0,0,0
-2.3367E-08,-5E-08,6E-10,0,0,0
-2.2864E-08,-5E-08,6E-10,0,0,0
-2.2362E-08,-5E-08,6E-10,0,0,0
-2.1859E-08,-5E-08,6E-10,0,0,0
-2.1357E-08,-5E-08,6E-10,0,0,0
-2.0854E-08,-5E-08,6E-10,0,0,0
-2.0352E-08,-5E-08,6E-10,0,0,0
-1.9849E-08,-5E-08,6E-10,0,0,0
-1.9347E-08,-5E-08,6E-10,0,0,0
-1.8844E-08,-5E-08,6E-10,0,0,0
-1.8342E-08,-5E-08,6E-10,0,0,0
-1.7839E-08,-5E-08,6E-10,0,0,0
-1.7337E-08,-5E-08,6E-10,0,0,0
-1.6834E-08,-5E-08,6E-10,0,0,0
-1.6332E-08,-5E-08,6E-10,0,0,0
-1.5829E-08,-5E-08,6E-10,0,0,0
-1.5327E-08,-5E-08,6E-10,0,0,0
-1.4824E-08,-5E-08,6E-10,0,0,0
-1.4322E-08,-5E-08,6E-10,0,0,0
-1.3819E-08,-5E-08,6E-10,0,0,0
-1.3317E-08,-5E-08,6E-10,0,0,0
-1.2814E-08,-5E-08,6E-10,0,0,0
-1.2312E-08,-5E-08,6E-10,0,0,0
-1.1809E-08,-5E-08,6E-10,0,0,0
-1.1307E-08,-5E-08,6E-10,0,0,0
-1.0804E-08,-5E-08,6E-10,0,0,0
-1.0302E-08,-5E-08,6E-10,0,0,0
-9.799E-09,-5E-08,6E-10,0,0,0
-9.2965E-09,-5E-08,6E-10,0,0,0
-8.794E-09,-5E-08,6E-10,0,0,0
-8.2915E-09,-5E-08,6E-10,0,0,0
-7.7889E-09,-5E-08,6E-10,0,0,0
-7.2864E-09,-5E-08,6E-10,0,0,0
-6.7839E-09,-5E-08,6E-10,0,0,0
-6.2814E-09,-5E-08,6E-10,0,0,0
-5.7789E-09,-5E-08,6E-10,0,0,0
-5.2764E-09,-5E-08,6E-10,0,0,0
-4.7739E-09,-5E-08,6E-10,85025,-367940,1033100
-4.2714E-09,-5E-08,6E-10,55315,-364590,1036300
-3.7688E-09,-5E-08,6E-10,38676,-361150,1038300
-3.2663E-09,-5E-08,6E-10,27973,-358200,1039700
-2.7638E-09,-5E-08,6E-10,20451,-355810,1040700
-2.2613E-09,-5E-08,6E-10,14851,-353950,1041400
-1.7588E-09,-5E-08,6E-10,10500,-352550,1041900
-1.2563E-09,-5E-08,6E-10,6977.1,-351550,1042300
